Category;ProductNaam;ProductNaamEngels;Eenheid;EenheidGewicht;Energie;Eiwit;Koolhydraat;VetTotaal;VetVerzadigd;VetOnverzadigd;VetzurenTrans;Linolzuur;Cholesterol;Alcohol;Vezels;Na;Ca;Fe;Mg;Se;Zn;K;P;VitamineA;VitamineB1;VitamineB2;VitamineB6;VitamineB12;VitamineC;VitamineD;VitamineE;Foliumzuur;Nicotz;totMdisac;totPdisac;eiwitP;PEiw,,,
Groente, fruit, peulvruchten;Alfalfa bereid mz;Alfalfa prepared mz;groentelepel punt;45;49;6;4;1;0;1;0;0.4;0;0;0.3;250;40;1;14;1;0.3;74;37;4;0.22;0.4;0.09;0;7;0;0.1;16;1;0;4;24;6.2,
Groente, fruit, peulvruchten;Alfalfa bereid zz;Alfalfa prepared zz;groentelepel punt;45;49;6;4;1;0;1;0;0.4;0;0;0.3;5;40;1;14;1;0.3;74;37;4;0.22;0.4;0.09;0;7;0;0.1;16;1;0;4;24;6.2,
Groente, fruit, peulvruchten;Alfalfa rauw;Raw Alfalfa;bakje ;;41;5;3;1;0;1;0;0.4;0;0;3.5;5;40;1;53;1;0.6;74;48;3;0.22;0.4;0.12;0;15;0;0;56;1;0;3;20;9.6,
Groente, fruit, peulvruchten;Amsoi gekookt mz;Amsoi cooked mz;gram;1;28;2;5;0;0;0;0;0;0;0;0.6;250;140;1.5;32;0;0.23;280;16;149;0.01;0.16;0.15;0;15;0;2;52;0.8;5;0;8;8,
Groente, fruit, peulvruchten;Amsoi gekookt zz;Amsoi cooked zz;gram;1;28;2;5;0;0;0;0;0;0;0;0.6;22;140;1.5;32;0;0.23;280;16;149;0.01;0.16;0.15;0;15;0;2;52;0.8;5;0;8;8,
Groente, fruit, peulvruchten;Amsoi rauw;Amsoi raw;eetlepel punt;40;28;2;5;0;0;0;0;0;0;0;0.6;22;140;1.5;32;0;0.23;280;16;149;0.01;0.16;0.15;0;15;0;2;52;0.8;5;0;8;8,
Groente, fruit, peulvruchten;Ananas;Pineapple;product ;;50;0;12;0;0;0;0;0;0;0;1.2;0;12;0.4;17;0;0.1;180;8;0;0.07;0.02;0.09;0;25;0;0.1;4;0.2;12;0;2;20,
Groente, fruit, peulvruchten;Ananas op siroop;Pineapple in syrup;schijf;57;60;0;15;0;0;0;0;0;0;0;1.1;2;10;0.3;12;0;0.08;99;11;2;0.06;0;0.06;0;13;0;0.1;9;0.2;14.6;0;2;27.5,
Groente, fruit, peulvruchten;Andijvie blik/glas;Endive tin / glass;groentelepel punt;60;8;1;1;0;0;0;0;0;0;0;4.5;150;40;2;10;0;0.45;175;20;175;0.02;0.05;0.02;0;2;0;1.5;42;0.2;0;1;4;20,
Groente, fruit, peulvruchten;Andijvie diepvries onbereid;Endive frozen uncooked;groentelepel punt;60;12;2;1;0;0;0;0;0;0;0;2.2;10;41;0.6;10;0;0.34;150;22;175;0.03;0.03;0.06;0;5;0;1.5;42;0.4;0;1;8;11,
Groente, fruit, peulvruchten;Andijvie gekookt mz;Endive cooked mz;groentelepel punt;60;10;2;1;0;0;0;0;0;0;0;4.5;250;59;0.6;9;0;0.45;279;34;175;0.06;0.06;0.05;0;0;0;1.5;42;0.4;0;1;6;22.7,
Groente, fruit, peulvruchten;Andijvie gekookt zz;Endive cooked zz;groentelepel punt;60;10;2;1;0;0;0;0;0;0;0;4.5;30;59;0.6;9;0;0.45;279;34;175;0.06;0.06;0.05;0;0;0;1.5;42;0.4;0;1;6;22.7,
Groente, fruit, peulvruchten;Andijvie rauw;Endive raw;dessertschaaltje;35;5;1;0;0;0;0;0;0;0;0;2.2;29;43;0.9;11;1;0.28;287;22;83;0.05;0.06;0.06;0;3;0;0.3;50;0.4;0;0.3;4;22,
Groente, fruit, peulvruchten;Antroewa rauw;Antroewa raw;eetlepel rond;25;28;1;6;0;0;0;0;0;0;0;1.2;3;25;0.8;11;0;0.2;279;30;;0.04;0.04;0.09;0;3;0;0;13;0.8;2;4;4;30,
Groente, fruit, peulvruchten;Appel m schil;M apple peel;middel;150;49;0;12;0;0;0;0;0;0;0;2.3;2;4;0.2;5;0;0.04;121;11;2;0.02;0.01;0.05;0;8;0;0.5;3;0.2;11.8;0;2;27.5,
Groente, fruit, peulvruchten;Appel z schil;Z apple peel;middel;120;50;0;12;0;0;0;0;0;0;0;2.2;1;3;0.1;3;0;0.02;129;10;2;0.02;0.01;0.05;0;5;0;0.1;3;0.2;12;0;2;25,
Groente, fruit, peulvruchten;Appelmoes;Applesauce;dessertschaaltje;205;68;0;17;0;0;0;0;0;0;0;1.4;10;4;0.3;4;0;0.04;94;8;2;0.02;0.02;0.05;0;6;0;0.4;0;0.1;16.6;0;1;26.7,
Groente, fruit, peulvruchten;Appeltjes gedroogd;Dried Apples;stuks;3;266;2;65;0;0;0;0;0;0;0;9.6;10;50;1;16;0;0.5;900;50;11;0.1;0.1;0.12;0;0;0;1.5;0;0.6;51;14;6;33.3,
Groente, fruit, peulvruchten;Artisjok rauw;Raw Artichoke;product ;;46;2;10;0;0;0;0;0;0;0;1.5;47;53;1.5;22;1;0.5;353;130;4;0.14;0.01;0.03;0;8;0;0.2;50;0.9;9.5;0;8;65,
Groente, fruit, peulvruchten;Asperges blik/glas;Asparagus cans / glass;dikke;13;16;1;3;0;0;0;0;0;0;0;0.5;200;15;0.6;10;0;0.5;200;30;0;0.04;0.04;0.03;0;12;0;0.2;56;0.5;1;2;4;30,
Groente, fruit, peulvruchten;Asperges gekookt mz;Asparagus cooked mz;portie;400;16;1;3;0;0;0;0;0;0;0;0.5;250;20;1;13;1;0.7;200;60;0;0.1;0.07;0.03;0;10;0;1.2;56;0.6;1;2;4;60,
Groente, fruit, peulvruchten;Asperges gekookt zz;Asparagus cooked zz;portie;400;16;1;3;0;0;0;0;0;0;0;0.5;5;20;1;13;1;0.7;200;60;0;0.1;0.07;0.03;0;10;0;1.2;56;0.6;1;2;4;60,
Groente, fruit, peulvruchten;Asperges rauw;Raw Asparagus;stuks;42;16;1;3;0;0;0;0;0;0;0;1.5;5;20;1;20;1;0.5;200;60;0;0.1;0.07;0.03;0;30;0;1.2;;0.6;1;2;4;60,
Groente, fruit, peulvruchten;Atjar tjampoer zoetzuur gr;Gr sour pickled tjampoer;eetlepel;40;24;1;5;0;0;0;0;0;0;0;2.8;408;40;0.5;8;;;138;45;90;;;;0;;0;;23;;5;0;4;45,
Groente, fruit, peulvruchten;Aubergine gekookt mz;Eggplant cooked mz;groentelepel punt;60;16;1;3;0;0;0;0;0;0;0;2.5;250;10;0.5;8;1;0.1;200;12;6;0.04;0.05;0.06;0;4;0;0;4;0.6;3;0;4;12,
Groente, fruit, peulvruchten;Aubergine gekookt zz;Eggplant cooked zz;groentelepel punt;60;16;1;3;0;0;0;0;0;0;0;2.5;10;10;0.5;8;1;0.1;200;12;6;0.04;0.05;0.06;0;4;0;0;4;0.6;3;0;4;12,
Groente, fruit, peulvruchten;Aubergine rauw;Eggplant raw;middel;400;16;1;3;0;0;0;0;0;0;0;2.5;10;10;0.5;11;0;0.2;200;12;6;0.04;0.05;0.07;0;10;0;0;96;0.6;3;0;4;12,
Groente, fruit, peulvruchten;Augurken Na- glas;After-glass pickles;middel;22;24;1;5;0;0;0;0;0;0;0;1.3;16;20;0.2;10;0;0.18;120;21;13;0.02;0.03;0.04;0;2;0;0.4;4;0;5;0;4;21,
Groente, fruit, peulvruchten;Augurken zoetzuur glas;Gherkins sour glass;middel;22;18;1;4;0;0;0;0;0;0;0;1.3;350;16;0.2;10;0;0.18;56;21;13;0;0;0.04;0;2;0;0.4;4;0;3.4;0.2;4;23.3,
Groente, fruit, peulvruchten;Augurken zoetzuur Na- glas;After sour pickles glass;grote;22;16;1;3;0;0;0;0;0;0;0;1.3;40;16;0.2;10;0;0.18;100;21;13;0;0;0.04;0;2;0;0.4;4;0;2.8;0;4;19.1,
Groente, fruit, peulvruchten;Augurken zoetzuur z suiker;Sugar sweet and sour pickles z;stuks;10;13;1;2;0;0;0;0;0;0;0;1.3;350;16;0.2;10;0;0.18;85;21;13;0;0;0.04;0;2;0;0.4;4;0;0;1.5;4;19.1,
Groente, fruit, peulvruchten;Avocado rauw;Avocado raw;middel;180;190;2;2;20;2;17;0;1.5;0;0;4.3;3;11;0.4;25;1;0.4;377;39;5;0.1;0.18;0.36;0;6;0;3.2;11;1.7;1.8;0;8;20.5,
Groente, fruit, peulvruchten;Babyvoeding fruit 12 mnd;Baby food fruits 12 months;pot;250;70;1;16;0;0;0;0;0;0;0;1.4;7;29;0.2;7;1;0.06;177;17;5;;;;0;15;;;3;;11;4.9;2;18.9,
Groente, fruit, peulvruchten;Babyvoeding fruit 4 mnd;Baby food vegetables 4 months;pot;150;69;1;16;0;0;0;0;0.1;0;0;1.5;11;40;0.3;11;2;0.14;185;32;5;;;;0;38;;;3;;11.4;4.9;3;45.7,
Groente, fruit, peulvruchten;Babyvoeding fruit 6 mnd;Baby food vegetables 6 months;pot;200;74;1;18;0;0;0;0;0;0;0;1.3;7;40;;11;2;0.14;185;32;5;;;;0;25;0;;3;;13.4;4.3;3;45.7,
Groente, fruit, peulvruchten;Babyvoeding fruit 8 mnd;Baby food vegetables 8 months;pot;200;77;1;18;0;0;0;0;0.3;0;0;1.3;11;40;0.3;10;2;0.15;154;30;5;;;;0;20;0;;3;;12.5;5.1;4;37.5,
Groente, fruit, peulvruchten;Babyvoeding groente 4 mnd;Baby food vegetables 4 months;pot;150;52;1;11;0;0;0;0;0;0;0;2.1;21;31;1;18;1;0.34;245;45;;;;;0;9;0;;2;;5.3;6;6;32.1,
Groente, fruit, peulvruchten;Bakbanaan plantain rijp rauw;Plantain raw ripe plantain;eetlepel punt;45;132;1;32;0;0;0;0;0;0;0;0.5;0;10;0.8;37;2;0.1;385;35;0;0.06;0.04;0.3;0;12;0;0.2;16;0.6;15;17;4;35,
Groente, fruit, peulvruchten;Bamboespruiten blik/glas;Bamboo Shoots tin / glass;gram;1;32;2;6;0;0;0;0;0;0;0;0.5;4;33;0.4;3;1;0.2;530;41;1;0.15;0.07;0.1;0;4;0;0.2;18;0.6;0;6;8;20.5,
Groente, fruit, peulvruchten;Banaan;Banana;middel;130;88;1;20;0;0;0;0;0;0;0;2.7;1;5;0.4;29;4;0.15;358;25;4;0.04;0.03;0.36;0;10;0;0.3;16;0.7;16.9;3.5;5;20.8,
Groente, fruit, peulvruchten;Bessen blauwe;Blue berries;dessertschaaltje;100;48;1;11;0;0;0;0;0;0;0;8.4;1;5;0.3;5;0;0.2;85;12;4;0.02;0.03;0.05;0;10;0;1.9;11;0.3;10;1;4;12,
Groente, fruit, peulvruchten;Bessen bos-;Forest berries;dessertschaaltje;100;28;1;6;0;0;0;0;0;0;0;7.3;1;15;1;2;1;0.1;80;15;1;0.01;0.02;0.04;0;10;0;1.9;11;0.4;6;0;4;15,
Groente, fruit, peulvruchten;Bessen rode;Red berries;dessertschaaltje;100;24;1;5;0;0;0;0;0;0;0;8.2;2;20;1;13;0;0.2;295;40;2;0.08;0.02;0.07;0;10;0;0.1;11;0.2;4;1;4;40,
Groente, fruit, peulvruchten;Bessen vossen-;Berries fox;dessertschaaltje;100;57;1;11;1;0;1;0;0.1;0;0;4.2;0;15;0.6;7;0;0.2;90;12;14;0.03;0.02;0.07;0;13;0;1;11;0.1;10;1;4;12,
Groente, fruit, peulvruchten;Bieten gekookt mz;Cooked beets mz;groentelepel punt;50;23;1;5;0;0;0;0;0;0;0;2.9;250;22;0.3;13;0;0.34;344;31;1;0.05;0.05;0.04;0;3;0;0.1;23;0.1;4.6;0;5;25.8,
Groente, fruit, peulvruchten;Bieten gekookt zz;Zz cooked beets;groentelepel punt;50;23;1;5;0;0;0;0;0;0;0;2.9;62;22;0.3;13;0;0.34;344;31;1;0.05;0.05;0.04;0;3;0;0.1;23;0.1;4.6;0;5;25.8,
Groente, fruit, peulvruchten;Bieten Na- blik/glas;After beet-tin / glass;groentelepel punt;50;36;1;8;0;0;0;0;0;0;0;2.9;62;22;0.3;13;0;0.34;500;31;1;0.05;0.05;0.04;0;3;0;0.1;36;0.1;8;0;4;31,
Groente, fruit, peulvruchten;Bieten rauw;Raw beets;middel;85;32;2;6;0;0;0;0;0;0;0;2.9;70;10;0.4;14;0;0.4;400;40;1;0.05;0.05;0.05;0;2;0;0.1;19;0.1;6;0;8;20,
Groente, fruit, peulvruchten;Bladgroente rauw;Raw leaf vegetables;dessertschaaltje;70;14;1;2;0;0;0;0;0.1;0;0;1.7;14;28;0.9;14;0;0.19;361;32;112;0.05;0.05;0.08;0;23;0;0.5;30;0.4;1.5;0.6;5;26.7,
Groente, fruit, peulvruchten;Bleekselderij gekookt mz;Celery cooked mz;groentelepel punt;55;12;1;2;0;0;0;0;0;0;0;2;250;80;0.5;4;3;0.1;400;40;0;0.08;0.15;0.06;0;10;0;0.2;7;0.8;1;1;4;40,
Groente, fruit, peulvruchten;Bleekselderij gekookt zz;Celery cooked zz;groentelepel punt;55;12;1;2;0;0;0;0;0;0;0;2;150;80;0.5;4;3;0.1;400;40;0;0.08;0.15;0.06;0;10;0;0.2;7;0.8;1;1;4;40,
Groente, fruit, peulvruchten;Bleekselderij rauw;Celery raw;stokje;60;12;1;2;0;0;0;0;0;0;0;1.8;150;80;0.5;12;0;0.1;400;40;241;0.08;0.15;0.1;0;25;0;0.2;12;0.8;1;1;4;40,
Groente, fruit, peulvruchten;Bloemkool gekookt mz;Cauliflower cooked mz;groentelepel punt;55;14;2;2;0;0;0;0;0;0;0;1.5;250;21;0.3;8;0;0.17;252;44;0;0.06;0.07;0.11;0;41;0;0.1;55;0.6;1;0.5;8;22,
Groente, fruit, peulvruchten;Bloemkool gekookt zz;Cauliflower cooked zz;groentelepel punt;55;14;2;2;0;0;0;0;0;0;0;1.5;8;21;0.3;8;0;0.17;252;44;0;0.06;0.07;0.11;0;41;0;0.1;55;0.6;1;0.5;8;22,
Groente, fruit, peulvruchten;Bloemkool rauw;Raw cauliflower;schaaltje;70;24;2;4;0;0;0;0;0;0;0;2.3;8;29;0.3;12;0;0.4;250;30;1;0.05;0.07;0.2;0;29;0;0.2;44;0.6;3;1;8;15,
Groente, fruit, peulvruchten;Boerenkool diepvries gekookt;Kale cooked frozen;groentelepel punt;85;32;2;3;2;0;1;0;0.1;0;0;2.5;10;150;1;13;1;0.48;225;45;422;0.04;0.1;0.12;0;15;0;1.3;52;;0;2.5;8;22.5,
Groente, fruit, peulvruchten;Boerenkool gekookt mz;Kale cooked mz;groentelepel punt;85;41;4;4;1;0;1;0;0.1;0;0;2.5;250;180;1;8;2;0.2;160;80;422;0.1;0.22;0.15;0;40;0;1.3;50;1.5;0;4;16;20,
Groente, fruit, peulvruchten;Boerenkool gekookt zz;Kale cooked zz;groentelepel punt;85;41;4;4;1;0;1;0;0.1;0;0;2.5;50;180;1;8;2;0.2;160;80;422;0.1;0.22;0.15;0;40;0;1.3;50;1.5;0;4;16;20,
Groente, fruit, peulvruchten;Boerenkool glas;Kale glass;groentelepel punt;85;27;3;1;1;0;1;0;0.1;0;0;2.5;;159;0.6;13;1;0.48;197;47;422;0.01;0.07;0.06;0;;0;4.2;50;1.5;0;1.3;13;14.7,
Groente, fruit, peulvruchten;Boerenkool rauw;Raw Kale;struik;300;41;4;4;1;0;1;0;0.1;0;0;2.5;50;180;1;34;2;0.4;400;80;333;0.02;0.2;0.22;0;100;0;1.7;;1.5;0;4;16;20,
Groente, fruit, peulvruchten;Bonen blackeyepesie gedr;Beans blackeyepesie Gèdre;eetlepel punt;15;358;23;62;2;0;2;0;0.4;0;0;4.4;22;75;5.8;;;;958;430;0;1.05;0.21;0.42;0;0;0;;460;2.2;2;60;92;18.7,
Groente, fruit, peulvruchten;Bonen bruine/witte gekt mz;Bean brown / white lunacy mz;eetlepel punt;35;108;8;17;1;0;1;0;0.2;0;0;11.4;250;38;2;24;2;1;382;170;0;0.11;0.05;0.09;0;0;0;0.2;41;0.8;0.4;16.8;32;21.3,
Groente, fruit, peulvruchten;Bonen bruine/witte gekt zz;Bean brown / white lunacy zz;eetlepel punt;35;108;8;17;1;0;1;0;0.2;0;0;11.4;2;38;2;24;2;1;382;170;0;0.11;0.05;0.09;0;0;0;0.2;41;0.8;0.4;16.8;32;21.3,
Groente, fruit, peulvruchten;Bonen kidney rode gedroogd;Dried red kidney beans;kopje;125;249;22;37;1;0;1;0;0.3;0;0;23.4;18;100;6.4;150;16;3;1.37;410;0;0.65;0.19;0.4;0;4;0;0.5;95;2.1;2.4;34.5;88;18.6,
Groente, fruit, peulvruchten;Bonen witte/bruine gedroogd;Beans white / brown dried;kopje;105;270;20;43;2;0;2;0;0.4;0;0;28.6;2;80;5;148;9;2;1.25;400;0;0.6;0.1;0.35;0;0;0;0.5;;2;1;42;80;20,
Groente, fruit, peulvruchten;Bosbessen;Blueberries;dessertschaaltje;100;28;1;6;0;0;0;0;0;0;0;7.3;1;15;1;2;1;0.1;80;15;1;0.01;0.02;0.04;0;10;0;1.9;11;0.4;6;0;4;15,
Groente, fruit, peulvruchten;Bosbessen op siroop;Blueberries in syrup;dessertschaaltje;125;76;1;18;0;0;0;0;0;0;0;3.6;0;25;4.7;5;0;0.2;130;27;0;0.01;0.03;0.11;0;10;0;1;2;0.2;18.3;0;3;38.6,
Groente, fruit, peulvruchten;Bosuitje rauw;Raw spring onion;stuks;35;27;1;6;0;0;0;0;0;0;0;1.8;10;24;0.3;10;1;0.34;180;40;0;0.03;0.01;0.17;0;6;0;0.1;10;0.2;5.6;0;4;36.4,
Groente, fruit, peulvruchten;Bramen;Blackberries;dessertschaaltje;125;37;1;6;1;0;1;0;0.3;0;0;7.3;2;60;1;30;0;0;185;25;12;0.03;0.04;0.03;0;12;0;2.4;25;0.4;6;0;4;25,
Groente, fruit, peulvruchten;Broccoli gekookt mz;Broccoli cooked mz;groentelepel punt;50;20;3;2;0;0;0;0;0;0;0;4.1;250;76;1;13;0;0.4;220;60;164;0.06;0.2;0.13;0;34;0;1.1;65;0.6;2;0;12;20,
Groente, fruit, peulvruchten;Broccoli gekookt zz;Broccoli cooked zz;groentelepel punt;50;20;3;2;0;0;0;0;0;0;0;4.1;6;76;1;13;0;0.4;220;60;164;0.06;0.2;0.13;0;34;0;1.1;65;0.6;2;0;12;20,
Groente, fruit, peulvruchten;Broccoli struik rauw;Raw broccoli bush;middel;310;20;3;2;0;0;0;0;0;0;0;3.1;12;43;0.7;18;0;0.6;340;67;82;0.1;0.3;0.21;0;110;0;1.3;;1;2;0;12;22.3,
Groente, fruit, peulvruchten;Bruine bonen blik/glas;Beans cans / glass;eetlepel punt;35;96;7;15;1;0;1;0;0.2;0;0;7.6;300;39;1.5;34;1;0.56;296;100;0;0.06;0.04;0.07;0;0;0;0.2;16;0.8;2.2;13;28;14.1,
Groente, fruit, peulvruchten;Bruine bonen gekookt mz;Kidney beans cooked mz;eetlepel punt;35;108;8;17;1;0;1;0;0.2;0;0;11.4;250;38;2;24;2;1;382;170;0;0.11;0.05;0.09;0;0;0;0.2;41;0.8;0.4;16.8;32;21.3,
Groente, fruit, peulvruchten;Bruine bonen gekookt zz;Kidney beans cooked zz;eetlepel punt;35;108;8;17;1;0;1;0;0.2;0;0;11.4;2;38;2;24;2;1;382;170;0;0.11;0.05;0.09;0;0;0;0.2;41;0.8;0.4;16.8;32;21.3,
Groente, fruit, peulvruchten;Bruine bonensoep;Brown bean soup;soepbord;250;38;2;4;2;1;1;0;0.4;0;0;2.5;343;19;0.5;14;1;0.18;144;36;15;0.06;0.01;0.04;0;1;0.1;0.1;4;0.2;0.4;3.5;8;18.9,
Groente, fruit, peulvruchten;Cantharellen gekookt;Cooked chanterelles;gram;1;20;3;2;0;0;0;0;0;0;0;2.5;5;10;0.5;7;0;0.97;500;80;189;0.07;0.3;0.01;0;6;0;0.1;6;5;0;2;12;26.7,
Groente, fruit, peulvruchten;Cantharellen gekookt mz;Cooked chanterelles mz;gram;1;20;3;2;0;0;0;0;0;0;0;2.5;250;10;0.5;7;0;0.97;500;80;189;0.07;0.3;0.01;0;6;0;0.1;6;5;0;2;12;26.7,
Groente, fruit, peulvruchten;Cantharellen rauw;Raw chanterelles;gram;1;11;2;1;0;0;0;0;0;0;0;2.5;5;10;0.5;7;0;0.97;500;80;108;0.07;0.3;0.02;0;20;0;0.1;32;5;0;1;7;44.4,
Groente, fruit, peulvruchten;Carambola;Carambola;stuks;155;34;1;7;0;0;0;0;0;0;0;1.7;2;5;0.6;6;1;0.1;150;15;3;0.03;0.03;0.1;0;31;0;0.4;14;0.4;7.1;0.2;2;30,
Groente, fruit, peulvruchten;Champignons blik/glas;Mushroom tin / glass;groentelepel punt;50;27;4;3;0;0;0;0;0;0;0;4;250;20;0.1;6;2;0.6;150;70;0;0.02;0.2;0.03;0;2;0;0;7;1.2;0;3;15;18.4,
Groente, fruit, peulvruchten;Champignons gebak. m zout;Mushroom pie. m salt;groentelepel punt;50;49;3;1;4;1;3;0.4;0.4;8;0;4;272;4;0.3;12;13;0.56;410;101;29;0.07;0.29;0.07;0;1;0.3;0.6;8;3.8;0;0.5;10;38.8,
Groente, fruit, peulvruchten;Champignons gekookt mz;Mushrooms cooked mz;groentelepel punt;50;17;4;0;0;0;0;0;0;0;0;2.5;250;25;1;7;7;0.3;400;125;0;0.07;0.3;0.07;0;1;0;0.1;6;4;0.2;0.2;15;32.9,
Groente, fruit, peulvruchten;Champignons gekookt zz;Mushrooms cooked zz;groentelepel punt;50;17;4;0;0;0;0;0;0;0;0;2.5;5;25;1;7;7;0.3;400;125;0;0.07;0.3;0.07;0;1;0;0.1;6;4;0.2;0.2;15;32.9,
Groente, fruit, peulvruchten;Champignons Na- blik/glas;After mushroom-tin / glass;groentelepel punt;50;19;4;1;0;0;0;0;0;0;0;0.8;40;20;0.1;6;2;0.6;400;70;0;0.02;0.19;0.03;0;2;0;0;7;1;1;0;15;18.4,
Groente, fruit, peulvruchten;Champignons rauw;Raw Mushrooms;middel;12;11;2;0;0;0;0;0;0;0;0;1.5;5;25;0.2;9;0;0.3;400;125;0;0.07;0.3;0.12;0;4;0;0.1;32;4;0.2;0.2;9;54.3,
Groente, fruit, peulvruchten;Chinese kool gekookt mz;Chinese cabbage cooked mz;groentelepel punt;60;16;1;3;0;0;0;0;0;0;0;2.5;250;125;1;10;0;0.18;250;45;5;0.03;0.04;0.03;0;10;0;0.1;24;0.6;0;3;4;45,
Groente, fruit, peulvruchten;Chinese kool gekookt zz;Chinese cabbage cooked zz;groentelepel punt;60;16;1;3;0;0;0;0;0;0;0;2.5;10;125;1;10;0;0.18;250;45;5;0.03;0.04;0.03;0;10;0;0.1;24;0.6;0;3;4;45,
Groente, fruit, peulvruchten;Chinese kool rauw;Chinese cabbage raw;dessertschaaltje;35;12;1;2;0;0;0;0;0;0;0;2.5;10;125;1;11;0;0.23;250;45;1;0.03;0.04;0.05;0;23;0;0.1;52;0.6;0;2;4;45,
Groente, fruit, peulvruchten;Citroen;Lemon;product ;;12;0;3;0;0;0;0;0;0;0;1.8;1;10;0.1;9;0;0.1;193;25;0;0.06;0.02;0.04;0;40;0;0.8;8;0.2;2;1;0;,
Groente, fruit, peulvruchten;Citroensap;Lemon juice;sap van vrucht;30;32;0;8;0;0;0;0;0;0;0;0;1;11;0.1;7;1;0.13;138;11;1;0.04;0.01;0.04;0;53;0;0;9;0.1;2;6;0;,
Groente, fruit, peulvruchten;Citrusfruit vers;Fresh citrus fruit;stuks;140;44;1;10;0;0;0;0;0;0;0;1.8;1;32;0.1;10;0;0.06;148;17;18;0.07;0.03;0.07;0;42;0;0.2;16;0.2;10;0;4;17,
Groente, fruit, peulvruchten;Citrusfruit vers gemiddeld;Fresh citrus fruit on average;stuks;140;44;1;10;0;0;0;0;0;0;0;1.8;1;32;0.1;10;0;0.06;148;17;18;0.07;0.03;0.07;0;42;0;0.2;16;0.2;10;0;4;17,
Groente, fruit, peulvruchten;Courgette gekookt mz;Zucchini cooked mz;groentelepel punt;60;17;2;2;0;0;0;0;0.1;0;0;1.1;250;20;0.5;22;1;0.31;270;51;16;0.05;0.05;0.1;0;3;0;0.1;23;0.5;2.3;0;6;34,
Groente, fruit, peulvruchten;Courgette gekookt zz;Zucchini cooked zz;groentelepel punt;60;17;2;2;0;0;0;0;0.1;0;0;1.1;1;20;0.5;22;1;0.31;270;51;16;0.05;0.05;0.1;0;3;0;0.1;23;0.5;2.3;0;6;34,
Groente, fruit, peulvruchten;Courgette rauw;Raw Zucchini;kleine;250;28;2;5;0;0;0;0;0;0;0;0.6;1;30;0.8;6;0;0.3;200;23;30;0.05;0.09;0.15;0;16;0;0.1;38;0.4;5;0;8;11.5,
Groente, fruit, peulvruchten;Cranberries vers;Fresh cranberries;dessertschaaltje;100;14;0;3;0;0;0;0;0;0;0;4.2;1;15;1;7;0;0.2;87;10;14;0;0.01;0.07;0;15;0;1;1;0.6;3.4;0;0;,
Groente, fruit, peulvruchten;Dadels geconfijt;Dates candied;beker;200;300;2;73;0;0;0;0;0;0;0;7.5;10;70;1.5;50;3;0.3;600;60;3;0.05;0.1;0.1;0;0;0;0.7;4;2.2;70;3;8;30,
Groente, fruit, peulvruchten;Dadels vers;Fresh Dates;gram;1;132;2;31;0;0;0;0;0;0;0;3.6;7;24;0.3;24;1;0.2;410;28;0;0.06;0.07;0.12;0;14;0;;18;0.7;31.3;0;6;18.7,
Groente, fruit, peulvruchten;Dagoeblad rauw;Dagoeblad raw;grote lepel;50;32;3;5;0;0;0;0;0;0;0;1.1;45;75;2.5;;;;470;50;0;0.07;0.12;;0;16;0;;59;0.7;0;5;12;16.7,
Groente, fruit, peulvruchten;Doperwten diepvr gek;Peas freezer crazy;groentelepel punt;55;83;6;15;0;0;0;0;0;0;0;4.7;6;32;1.8;27;1;0.8;163;98;38;0.24;0.09;0.08;0;14;0;0.2;33;1.6;1;13.9;24;16.3,
Groente, fruit, peulvruchten;Doperwten extra fijn Na-;Peas extra fine Na-;groentelepel punt;55;42;4;7;0;0;0;0;0;0;0;4.7;40;33;1.7;26;1;0.95;500;100;37;0.1;0.07;0.07;0;10;0;0.3;25;0.9;3;3.5;16;25,
Groente, fruit, peulvruchten;Doperwten gekookt mz;Peas cooked mz;groentelepel punt;55;60;4;11;0;0;0;0;0;0;0;4.7;250;20;2;29;1;1;300;80;21;0.17;0.15;0.09;0;25;0;0.2;33;2.7;1;10;16;20,
Groente, fruit, peulvruchten;Doperwten gekookt zz;Peas cooked zz;groentelepel punt;55;60;4;11;0;0;0;0;0;0;0;4.7;10;20;2;29;1;1;300;80;21;0.17;0.15;0.09;0;25;0;0.2;33;2.7;1;10;16;20,
Groente, fruit, peulvruchten;Doperwten m wortelen;Peas to carrots;groentelepel punt;60;37;3;6;0;0;0;0;0;0;0;3.9;220;29;1;13;1;0.58;126;58;159;0.06;0.05;0.05;0;1;0;0.5;22;0.5;3.8;2.3;12;18.7,
Groente, fruit, peulvruchten;Doperwten middelfijn blik/gla;Medium fine canned peas / gla;groentelepel punt;55;85;5;14;1;0;1;0;0.1;0;0;4.7;250;30;2;23;1;0.71;100;90;37;0.1;0.06;0.03;0;9;0;0.3;25;1.1;1;13;20;18,
Groente, fruit, peulvruchten;Doperwten rauw;Raw peas;groentelepel punt;60;56;4;10;0;0;0;0;0;0;0;5.2;10;20;2;30;1;0.41;300;80;47;0.17;0.15;0.09;0;25;0;0.2;59;2.7;1;9;16;20,
Groente, fruit, peulvruchten;Doperwten zeer fijn blik/glas;Peas very fine tin / glass;groentelepel punt;50;64;5;10;1;0;0;0;0;0;0;4.7;210;36;1.7;26;1;0.95;150;100;37;0.1;0.07;0.07;0;10;0;0.3;25;0.9;1.4;8.2;21;18.9,
